freq,tra_meas,unit,geo\TIME_PERIOD	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,FR_LD,THS_T,SE11	3362 	3724 	3884 	3679 	3535 	3691 	4109 	4118 	4165 	4275 	4560 	4543 	3764 	2716 	2934 	2790 	2737 	4130 	4043.97 	4275.28 	2663.45 	2641.21 	2683.66 	2720.06 	4393.62 	4138.2 	3468.27 
A,FR_LD,THS_T,SE12	3232 	3655 	3591 	3257 	3712 	3570 	3857 	4036 	4635 	4706 	4772 	4876 	2416 	3178 	3661 	3116 	4070 	4684 	3812.53 	3505.24 	3781.89 	2953.51 	3543.05 	3580.33 	2633.89 	2935.25 	2094.24 
A,FR_LD,THS_T,SE2	47881 	46937 	50343 	51102 	48163 	47321 	48047 	51179 	54477 	57286 	58717 	59022 	50217 	43609 	42346 	42873 	39943 	39387 	40950.59 	42741.28 	44347.35 	43516.56 	43039.78 	41199.33 	39494.81 	39927.76 	35364.44 
A,FR_LD,THS_T,SE21	4681 	4273 	4793 	5210 	5336 	5001 	4704 	4877 	4902 	4733 	5362 	6472 	1472 	1860 	1584 	1615 	1777 	1945 	1923.93 	1800.43 	1981.47 	1785.31 	1933.85 	1845.47 	3491.3 	3521.84 	1537.39 
A,FR_LD,THS_T,SE22	14519 	15365 	17666 	16874 	14867 	14804 	15196 	15866 	17735 	19707 	21277 	19839 	17257 	18244 	17928 	17527 	16033 	16198 	17340.76 	17966.81 	18455.66 	18434.46 	18515.94 	17476.8 	14461.49 	14511.87 	14079.09 
A,FR_LD,THS_T,SE23	28681 	27299 	27884 	29018 	27960 	27515 	28147 	30435 	31841 	32845 	32078 	32711 	31488 	23505 	22833 	23731 	22134 	21245 	21685.89 	22974.04 	23910.22 	23296.8 	22590 	21877.06 	21542.03 	21894.05 	19747.96 
A,FR_LD,THS_T,SE3	8501 	8103 	9028 	9365 	9307 	9684 	9969 	10659 	11931 	11923 	12286 	11952 	10179 	11592 	12406 	11634 	12995 	12560 	12824.09 	12129.78 	13681.11 	13098.2 	13002.27 	14642.35 	9886.38 	9213.87 	11520.16 
A,FR_LD,THS_T,SE31	772 	871 	1189 	892 	1076 	1224 	1098 	1099 	2048 	1832 	1587 	1342 	1333 	1104 	1261 	1159 	2771 	2785 	2650.16 	2856.32 	3762.82 	3085.2 	2986.97 	3079.82 	2006.73 	1494.15 	1764.27 
A,FR_LD,THS_T,SE32	1326 	1414 	1459 	1645 	1482 	1582 	1107 	1876 	1946 	2096 	2079 	1959 	1755 	1848 	2463 	2335 	2374 	2420 	2270.73 	2297.22 	2267.89 	2215.62 	2477.1 	2627.92 	1494.41 	1233.46 	1225.2 
A,FR_LD,THS_T,SE33	6403 	5818 	6380 	6828 	6749 	6878 	7765 	7684 	7938 	7996 	8620 	8650 	7091 	8640 	8683 	8140 	7850 	7355 	7903.2 	6976.25 	7650.4 	7797.37 	7538.2 	8934.61 	6385.23 	6486.27 	8530.68 
A,FR_LD,THS_T,SEZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5238 	16415 	14509 	14283 	15119 	15835 	15911.03 	15535.78 	17505.67 	18321.8 	14228.12 	14767.61 	23398.74 	22198.54 	21333.67 
A,FR_LD,THS_T,SEZZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5238 	16415 	14509 	14283 	15119 	15835 	15911.03 	15535.78 	17505.67 	18321.8 	14228.12 	14767.61 	23398.74 	22198.54 	21333.67 
A,FR_LD,THS_T,SI	: 	: 	: 	: 	2462 	2621 	3078 	3271 	3580 	4889 	4678 	4738 	4181 	4250 	4609 	5237 	5562 	5828 	6755.71 	7097.34 	6786 	6737.15 	6498.97 	5839.39 	5525.26 	5525.71 	5608.55 
A,FR_LD,THS_T,SI0	: 	: 	: 	: 	2462 	2621 	3078 	3271 	3580 	4889 	4678 	4738 	4181 	4250 	4609 	5237 	5562 	5828 	6755.71 	7097.34 	6786 	6737.15 	6498.97 	5839.39 	5525.26 	5525.71 	5608.55 
A,FR_LD,THS_T,SI04	: 	: 	: 	: 	2462 	2621 	3078 	3271 	3580 	4889 	4678 	4738 	4181 	4250 	4609 	5237 	5562 	5828 	6755.71 	7097.34 	6786 	6737.15 	6498.97 	5839.39 	5525.26 	5525.71 	5608.55 
A,FR_LD,THS_T,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	144851 	152341 	156512 	161332 	160153 	160607 	155907 	174929.04 	180906.61 	197311.43 	201351.53 	223294.45 	227488.58 	246247.85 	248515.24 	215721.14 
A,FR_LD,THS_T,TR1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13429 	14503 	16775 	15055 	14986 	16287 	17429 	15656.99 	14005.56 	15863.3 	16161.47 	16707.63 	15034.61 	14757.57 	13404.96 	16114.87 
A,FR_LD,THS_T,TR10	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13429 	14503 	16775 	15055 	14986 	16287 	17429 	15656.99 	14005.56 	15863.3 	16161.47 	16707.63 	15034.61 	14757.57 	13404.96 	16114.87 
A,FR_LD,THS_T,TR2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8725 	10055 	11333 	14248 	16229 	15578 	11813 	11674.52 	14467.12 	16626.33 	17025.08 	18456.23 	19860.91 	24008.58 	25774.8 	25838.59 
A,FR_LD,THS_T,TR21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	971 	1269 	1386 	4625 	6623 	4866 	1557 	2153.81 	4990.77 	6588.08 	7364.24 	8759.96 	9951.39 	13774.57 	15895.95 	16713.91 
A,FR_LD,THS_T,TR22	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7754 	8787 	9947 	9623 	9606 	10712 	10255 	9520.71 	9476.36 	10038.25 	9660.84 	9696.27 	9909.52 	10234.01 	9878.86 	9124.68 
A,FR_LD,THS_T,TR3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25531 	21033 	22840 	24189 	24752 	24797 	25834 	27593.18 	28564.63 	29870.49 	31354.6 	39100.7 	39097.59 	43319.73 	46074.09 	41734.19 
A,FR_LD,THS_T,TR31	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20817 	17903 	18642 	19780 	20336 	20291 	20976 	22127.7 	22711.89 	23148.93 	24183.72 	32407.63 	33336.1 	35162.43 	38213.36 	36468.66 
A,FR_LD,THS_T,TR32	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4714 	3130 	4197 	4409 	4415 	4505 	4857 	5465.47 	5852.75 	6721.56 	7170.88 	6693.07 	5761.49 	8157.31 	7860.73 	5265.54 
A,FR_LD,THS_T,TR4	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18492 	17770 	17853 	20254 	21558 	22476 	21469 	22645.16 	23672.38 	26943.22 	31247.68 	34955.58 	37598.06 	42223.2 	42398.25 	36285.79 
A,FR_LD,THS_T,TR41	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4050 	4019 	4650 	6054 	5578 	5725 	5930 	5598.06 	5561.38 	6538.31 	6987.62 	6899.86 	7496.04 	9179.4 	8230.12 	6818.06 
A,FR_LD,THS_T,TR42	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14443 	13751 	13203 	14200 	15981 	16751 	15539 	17047.11 	18111 	20404.91 	24260.06 	28055.73 	30102.03 	33043.81 	34168.13 	29467.72 
A,FR_LD,THS_T,TR6	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	69253 	80962 	79840 	78239 	73539 	71839 	70098 	88558.9 	91679.68 	97355.15 	92739.19 	102906.87 	102636.13 	107738.44 	107201.82 	86092.53 
A,FR_LD,THS_T,TR61	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3192 	4007 	4894 	4512 	4714 	4727 	3952 	3073.9 	2720.03 	3164.2 	3093.26 	2689.2 	3559.14 	4046.31 	3709.15 	2693.61 
A,FR_LD,THS_T,TR62	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9107 	9708 	10387 	10331 	10150 	12360 	12400 	12752.14 	14476.29 	16553.34 	17776.9 	19423.64 	20277.41 	22408.6 	21264.14 	21267.56 
A,FR_LD,THS_T,TR63	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	56954 	67246 	64559 	63396 	58675 	54752 	53746 	72732.86 	74483.35 	77637.62 	71869.03 	80794.03 	78799.59 	81283.53 	82228.53 	62131.35 
A,FR_LD,THS_T,TR8	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5709 	4890 	2798 	3078 	3808 	3986 	3784 	3418.41 	2966.53 	4508 	5743.17 	5399.1 	6380.06 	6371.5 	6405.36 	6218.46 
A,FR_LD,THS_T,TR81	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3915 	3343 	1196 	1314 	1621 	1859 	1371 	1110.45 	997.28 	1640.73 	2176.18 	2322.32 	2476.78 	2204.38 	2247 	1859.97 
A,FR_LD,THS_T,TR82	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	307 	225 	221 	204 	293 	265 	341 	216.03 	238.53 	473.35 	440.61 	373.78 	237.12 	235.55 	158.92 	184.45 
A,FR_LD,THS_T,TR83	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1487 	1321 	1380 	1560 	1895 	1862 	2072 	2091.93 	1730.71 	2393.92 	3126.39 	2703 	3666.16 	3931.57 	3999.44 	4174.05 
A,FR_LD,THS_T,TR9	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2572 	2160 	2339 	2267 	2278 	2229 	1764 	1723.96 	2100.81 	1747.33 	1916.33 	1946.09 	2363.55 	2021.14 	2226.08 	2386.77 
A,FR_LD,THS_T,TR90	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2572 	2160 	2339 	2267 	2278 	2229 	1764 	1723.96 	2100.81 	1747.33 	1916.33 	1946.09 	2363.55 	2021.14 	2226.08 	2386.77 
A,FR_LD,THS_T,TRZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1141 	967 	2736 	4001 	3004 	3415 	3717 	3657.92 	3449.9 	4397.62 	5164.01 	3822.24 	4517.68 	5807.68 	5029.9 	1049.94 
A,FR_LD,THS_T,TRZZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1141 	967 	2736 	4001 	3004 	3415 	3717 	3657.92 	3449.9 	4397.62 	5164.01 	3822.24 	4517.68 	5807.68 	5029.9 	1049.94 
A,FR_LD_NLD,THS_T,BE	158553 	167903 	162334 	175891 	171281 	171031 	178494 	185352 	203881 	215966 	232768 	240681 	201658 	226333 	230941 	222436 	226624 	237291 	241138.61 	252975.11 	257725.03 	270100.6 	277753.86 	268653.77 	288206.79 	287572.48 	272698.25 
A,FR_LD_NLD,THS_T,BE2	158553 	167903 	162334 	175891 	171281 	171031 	178494 	185352 	203881 	215966 	232768 	240681 	201658 	226333 	230941 	222436 	226624 	237291 	241138.61 	252975.11 	257725.03 	270100.6 	277753.86 	268653.77 	288206.79 	287572.48 	272698.25 
A,FR_LD_NLD,THS_T,BE21	104563 	111591 	103591 	115988 	114777 	113937 	126098 	135441 	145817 	151705 	165512 	171237 	142116 	160016 	168547 	164547 	171984 	180401 	190107.19 	198690.77 	201201.87 	212010.38 	214030.18 	206318.52 	215851.53 	253608.9 	241954.59 
A,FR_LD_NLD,THS_T,BE23	22420 	24908 	25193 	24717 	23853 	23556 	22569 	20300 	22127 	24106 	24986 	26912 	20579 	27572 	27409 	25972 	25924 	28788 	26143.44 	29963.25 	33710.9 	33669.84 	33336.33 	29427.35 	31691.48 	32801.61 	29953.38 
A,FR_LD_NLD,THS_T,BE25	31599 	31471 	33639 	35712 	32820 	33741 	30019 	29806 	36063 	40562 	42924 	43128 	39269 	38771 	35029 	31974 	28802 	28170 	24931.44 	24369.96 	22914.86 	24533.63 	30416.24 	32929.2 	41284.45 	1169.95 	790.28 
A,FR_LD_NLD,THS_T,BG	: 	: 	: 	: 	20192 	20300 	21358 	23129 	24841 	27511 	24899 	26570 	21893 	22946 	25130 	25877 	28841 	27235 	27165.72 	28684.68 	30950.14 	27868.42 	30985.68 	25258 	25576 	30730.85 	29980.76 
A,FR_LD_NLD,THS_T,BG3	: 	: 	: 	: 	20192 	20300 	21358 	23129 	24841 	27511 	24899 	26570 	21893 	22946 	25130 	25877 	28841 	27235 	27165.72 	28684.68 	30950.14 	27868.42 	30985.68 	25258 	25576 	30730.85 	29980.76 
A,FR_LD_NLD,THS_T,BG33	: 	: 	: 	: 	7711 	8396 	8187 	9484 	10250 	9962 	8954 	10638 	8556 	10125 	11665 	11144 	12990 	11577 	11089.57 	11561.91 	12296.55 	11206.89 	11961.81 	10536.69 	11452.24 	12452.35 	12940.5 
A,FR_LD_NLD,THS_T,BG34	: 	: 	: 	: 	12481 	11904 	13170 	13645 	14591 	17551 	15946 	15932 	13337 	12822 	13520 	14868 	15851 	15658 	16076.15 	17122.76 	18656.4 	16661.52 	19034.95 	14721.31 	14123.76 	18278.5 	17042.5 
A,FR_LD_NLD,THS_T,CY	: 	: 	: 	: 	: 	7101 	7258 	6837 	7287 	7635 	7473 	7934 	6770 	6954 	6564 	6237 	7172 	7186 	7421.71 	10258.97 	7859.85 	6947.79 	7428.05 	7473.02 	6985.26 	8235.22 	8747.55 
A,FR_LD_NLD,THS_T,CY0	: 	: 	: 	: 	: 	7101 	7258 	6837 	7287 	7635 	7473 	7934 	6770 	6954 	6564 	6237 	7172 	7186 	7421.71 	10258.97 	7859.85 	6947.79 	7428.05 	7473.02 	6985.26 	8235.22 	8747.55 
A,FR_LD_NLD,THS_T,CY00	: 	: 	: 	: 	: 	7101 	7258 	6837 	7287 	7635 	7473 	7934 	6770 	6954 	6564 	6237 	7172 	7186 	7421.71 	10258.97 	7859.85 	6947.79 	7428.05 	7473.02 	6985.26 	8235.22 	8747.55 
A,FR_LD_NLD,THS_T,DE	205444 	209721 	213128 	232728 	236609 	236239 	247431 	263222 	276896 	294408 	306856 	312776 	256966 	267174 	287535 	290360 	294498 	300817 	292477.72 	293539.37 	295193.29 	292584.33 	291601.49 	272952.39 	285766.2 	274904.92 	263303.94 
A,FR_LD_NLD,THS_T,DE1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.15 	: 	: 	: 	: 	: 	: 
A,FR_LD_NLD,THS_T,DE11	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.15 	: 	: 	: 	: 	: 	: 
A,FR_LD_NLD,THS_T,DE3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	1 	1.83 	4 	24.48 	: 	: 	: 	: 	: 	: 
A,FR_LD_NLD,THS_T,DE30	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	1 	1.83 	4 	24.48 	: 	: 	: 	: 	: 	: 
A,FR_LD_NLD,THS_T,DE5	30584 	30877 	31612 	39224 	40066 	40452 	42492 	45370 	46655 	55636 	59262 	63501 	53941 	59107 	68782 	71820 	67059 	66442 	62465.46 	64468.44 	62464.82 	63371.12 	59710.89 	56971.46 	59620.16 	54999.99 	50143.14 
A,FR_LD_NLD,THS_T,DE50	30584 	30877 	31612 	39224 	40066 	40452 	42492 	45370 	46655 	55636 	59262 	63501 	53941 	59107 	68782 	71820 	67059 	66442 	62465.46 	64468.44 	62464.82 	63371.12 	59710.89 	56971.46 	59620.16 	54999.99 	50143.14 
A,FR_LD_NLD,THS_T,DE6	69583 	68912 	73358 	76950 	82948 	86724 	93562 	99529 	108253 	115529 	118190 	118915 	94762 	104520 	114370 	113531 	120568 	126004 	120172.27 	120322.51 	118760.73 	117627.39 	117152.38 	109174.67 	111155.79 	103353.07 	99602.9 
A,FR_LD_NLD,THS_T,DE60	69583 	68912 	73358 	76950 	82948 	86724 	93562 	99529 	108253 	115529 	118190 	118915 	94762 	104520 	114370 	113531 	120568 	126004 	120172.27 	120322.51 	118760.73 	117627.39 	117152.38 	109174.67 	111155.79 	103353.07 	99602.9 
A,FR_LD_NLD,THS_T,DE7	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.29 	1.2 	1.15 	: 	: 	: 	: 	: 	: 
A,FR_LD_NLD,THS_T,DE71	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.29 	1.2 	1.15 	: 	: 	: 	: 	: 	: 
A,FR_LD_NLD,THS_T,DE8	22660 	20808 	23140 	24875 	23519 	21828 	23207 	22028 	23520 	25567 	25995 	27250 	22680 	25618 	24342 	22529 	24834 	25564 	26512.84 	26718.97 	26981.96 	26500.57 	26298.21 	25419.51 	28012.83 	27170.1 	30241.75 
A,FR_LD_NLD,THS_T,DE80	22660 	20808 	23140 	24875 	23519 	21828 	23207 	22028 	23520 	25567 	25995 	27250 	22680 	25618 	24342 	22529 	24834 	25564 	26512.84 	26718.97 	26981.96 	26500.57 	26298.21 	25419.51 	28012.83 	27170.1 	30241.75 
A,FR_LD_NLD,THS_T,DE9	51111 	58867 	56041 	59754 	58336 	55492 	56494 	63512 	65708 	63146 	63887 	62200 	52800 	44775 	46296 	48281 	46208 	46487 	49332.83 	46324.76 	51104.92 	51097.63 	52593.32 	48061.92 	50916.34 	53928.48 	49142.81 
A,FR_LD_NLD,THS_T,DE91	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 	3.71 	1.63 	1.32 	: 	: 	: 	: 	: 	0.32 
A,FR_LD_NLD,THS_T,DE92	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.36 	: 	: 	: 	: 	: 	: 
A,FR_LD_NLD,THS_T,DE93	5325 	5299 	5423 	5460 	5343 	4901 	5377 	6291 	6817 	6679 	7487 	7529 	6440 	7331 	8373 	8413 	7842 	8127 	8009.52 	8325.58 	8311.3 	8352.24 	9925.74 	8378.16 	8340.91 	7534.38 	6108.73 
A,FR_LD_NLD,THS_T,DE94	45786 	53567 	50618 	54294 	52995 	50591 	51120 	57225 	58892 	56467 	56400 	54670 	46360 	37444 	37925 	39869 	38366 	38365 	41319.71 	38003.67 	42791.13 	42745.4 	42687.02 	39711.66 	42687.78 	46411 	43141.22 
A,FR_LD_NLD,THS_T,DEA	: 	: 	: 	1884 	1964 	2449 	1546 	1684 	1673 	1618 	2060 	2074 	1059 	1414 	847 	908 	1298 	1368 	1478.87 	2429.62 	923.31 	: 	: 	: 	: 	: 	: 
A,FR_LD_NLD,THS_T,DEA1	: 	: 	: 	1884 	1964 	2449 	1546 	1684 	1673 	1618 	2060 	2074 	1059 	1414 	847 	908 	1263 	1306 	1439.59 	2389.65 	869.61 	: 	: 	: 	: 	: 	: 
A,FR_LD_NLD,THS_T,DEA2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	33 	62 	37.98 	37.65 	44.3 	: 	: 	: 	: 	: 	: 
A,FR_LD_NLD,THS_T,DEA3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	1.2 	3.32 	: 	: 	: 	: 	: 	: 
A,FR_LD_NLD,THS_T,DEA4	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.72 	: 	: 	: 	: 	: 	: 
A,FR_LD_NLD,THS_T,DEA5	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	1.3 	1.13 	4.35 	: 	: 	: 	: 	: 	: 
A,FR_LD_NLD,THS_T,DEB	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20 	8 	2.33 	6.07 	16.86 	: 	: 	: 	: 	: 	: 
A,FR_LD_NLD,THS_T,DEB1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20 	8 	2.33 	6.07 	16.86 	: 	: 	: 	: 	: 	: 
A,FR_LD_NLD,THS_T,DEE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.3 	: 	: 	: 	: 	: 	: 
A,FR_LD_NLD,THS_T,DEE0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.3 	: 	: 	: 	: 	: 	: 
A,FR_LD_NLD,THS_T,DEF	33718 	32065 	31359 	33149 	32397 	31782 	32173 	33535 	33122 	35149 	39988 	41195 	33977 	33113 	34148 	34765 	35644 	36216 	34771.42 	35450.11 	38120.44 	36767.02 	37921.73 	35315.06 	38308.53 	38290.59 	37091.45 
A,FR_LD_NLD,THS_T,DEF0	33718 	32065 	31359 	33149 	32397 	31782 	32173 	33535 	33122 	35149 	39988 	41195 	33977 	33113 	34148 	34765 	35644 	36216 	34771.42 	35450.11 	38120.44 	36767.02 	37921.73 	35315.06 	38308.53 	38290.59 	37091.45 
A,FR_LD_NLD,THS_T,DEZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	958 	952 	829.82 	681.03 	66.09 	92.51 	4.87 	3.01 	2.26 	168.89 	337.18 
A,FR_LD_NLD,THS_T,DEZZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	958 	952 	829.82 	681.03 	66.09 	92.51 	4.87 	3.01 	2.26 	168.89 	337.18 
A,FR_LD_NLD,THS_T,DK	88901 	77407 	71663 	73894 	72989 	73372 	79657 	80531 	82079 	87903 	89377 	89059 	75735 	73648 	77048 	73062 	74500 	74152 	82344.31 	82565.29 	81290.02 	81278.6 	81123.72 	79394.9 	81606.16 	85661.47 	80771.83 
A,FR_LD_NLD,THS_T,DK0	88901 	77407 	71663 	73894 	72989 	73372 	79657 	80531 	82079 	87903 	89377 	89059 	75735 	73648 	77048 	73062 	74500 	74152 	82344.31 	82565.29 	81290.02 	81278.6 	81123.72 	79394.9 	81606.16 	85661.47 	80771.83 
A,FR_LD_NLD,THS_T,DK01	16323 	17568 	15530 	14354 	12225 	11533 	12317 	13092 	14204 	14620 	15369 	15292 	12379 	12484 	13276 	12794 	13341 	13969 	14818.58 	15801.98 	15692.68 	15491.51 	15470.55 	14064.38 	15119.21 	15712.28 	15271.7 
A,FR_LD_NLD,THS_T,DK02	28457 	20735 	17584 	18973 	18436 	18890 	20094 	21565 	21141 	23332 	23234 	22291 	19775 	20091 	19407 	19216 	20049 	21105 	28674.72 	28081.99 	26305.46 	25689.13 	24357.04 	25688.42 	26484.45 	28148.48 	26531.85 
A,FR_LD_NLD,THS_T,DK03	37280 	28078 	24170 	26445 	26729 	28512 	32907 	30801 	30083 	31951 	32287 	30687 	27367 	24296 	27992 	24719 	24980 	21057 	20062.93 	18580.54 	18045.15 	19346.48 	19807.95 	17735.56 	17637.51 	19489.74 	18194.09 
A,FR_LD_NLD,THS_T,DK04	11650 	10862 	10764 	10712 	11646 	11571 	12190 	12610 	13152 	14558 	14887 	17000 	13361 	13211 	13903 	12718 	12391 	11543 	11657.41 	13084.95 	13675.83 	13823.97 	13321.85 	13960.61 	15004.31 	16077.55 	15510.37 
A,FR_LD_NLD,THS_T,DK05	8386 	8251 	8102 	7702 	8162 	8359 	8278 	8612 	9372 	10250 	9670 	9326 	7566 	7534 	7933 	7917 	7712 	8264 	8743.47 	9001.1 	9405.04 	9448.13 	9892.71 	9777.27 	9431.46 	8347.91 	7619.62 
A,FR_LD_NLD,THS_T,EE	: 	: 	: 	: 	: 	44600 	45281 	44806 	45040 	47184 	41458 	32813 	34410 	43599 	45624 	40342 	39298 	39930 	31373.77 	30196.86 	31091.04 	32412.89 	34219.19 	34545.52 	38343.1 	32361.41 	22034.87 
A,FR_LD_NLD,THS_T,EE0	: 	: 	: 	: 	: 	44600 	45281 	44806 	45040 	47184 	41458 	32813 	34410 	43599 	45624 	40342 	39298 	39930 	31373.77 	30196.86 	31091.04 	32412.89 	34219.19 	34545.52 	35737.24 	29780.62 	20536.51 
A,FR_LD_NLD,THS_T,EE00	: 	: 	: 	: 	: 	44600 	45281 	44806 	45040 	47184 	41458 	32813 	34410 	43599 	45624 	40342 	39298 	39930 	31373.77 	30196.86 	31091.04 	32412.89 	34219.19 	34545.52 	35737.24 	29780.62 	20536.51 
A,FR_LD_NLD,THS_T,EEZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2605.86 	2580.79 	1498.36 
A,FR_LD_NLD,THS_T,EEZZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2605.86 	2580.79 	1498.36 
A,FR_LD_NLD,THS_T,EL	100714 	109628 	111842 	96183 	87185 	97403 	111280 	107809 	104689 	108004 	109057 	100888 	93517 	91222 	95165 	114327 	119758 	125805 	128099.67 	134656.39 	140091.43 	150064.99 	156841 	146274.87 	145386.94 	137044.19 	143075.93 
A,FR_LD_NLD,THS_T,EL3	34132 	39833 	40648 	40432 	39238 	43121 	46720 	44636 	42758 	45548 	44917 	40958 	37706 	36375 	43535 	60375 	68074 	70282 	68645.19 	74463.31 	78286.79 	85076.75 	90567.22 	84583.74 	78076.54 	71882.02 	75604.78 
A,FR_LD_NLD,THS_T,EL30	34132 	39833 	40648 	40432 	39238 	43121 	46720 	44636 	42758 	45548 	44917 	40958 	37706 	36375 	43535 	60375 	68074 	70282 	68645.19 	74463.31 	78286.79 	85076.75 	90567.22 	84583.74 	78076.54 	71882.02 	75604.78 
A,FR_LD_NLD,THS_T,EL4	11921 	13487 	13647 	12141 	7001 	7141 	7508 	8464 	8139 	8708 	9120 	8579 	6083 	5113 	4822 	4337 	4504 	4149 	5563.16 	5429.77 	5676.19 	6959.53 	7279.7 	6520.03 	7500.03 	7613.76 	13801.78 
A,FR_LD_NLD,THS_T,EL41	1279 	2066 	2039 	829 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	715.62 
A,FR_LD_NLD,THS_T,EL42	6679 	8146 	8238 	6983 	4110 	3917 	3974 	4035 	4470 	4533 	4743 	4814 	2939 	1983 	1849 	1702 	1613 	1524 	1572.44 	1641.2 	1643.52 	2981.49 	2774.13 	2652.14 	2966.24 	2929.62 	7010.35 
A,FR_LD_NLD,THS_T,EL43	3963 	3275 	3370 	4431 	2892 	3236 	3546 	4458 	3676 	4180 	4395 	3782 	3158 	3131 	2974 	2638 	2892 	2628 	3990.99 	3790.8 	4036.02 	4000.23 	4525.26 	3890.84 	4554.28 	4704.05 	6227.59 
A,FR_LD_NLD,THS_T,EL5	16976 	16448 	16783 	19750 	17171 	18560 	19939 	20924 	21316 	22088 	24152 	20861 	18821 	20333 	17485 	17607 	16631 	18099 	20394.82 	18965.36 	20538.45 	20410.28 	21879.02 	21738.08 	22451.32 	22617.53 	23287.26 
