freq,tra_meas,unit,geo\TIME_PERIOD	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,FR_NLD,THS_T,FRM0	: 	: 	: 	: 	: 	: 	: 	: 	: 	1391 	2155 	2939 	3027 	2225 	1447 	1394 	1267 	1275 	1383.72 	701.62 	938.16 	1062.62 	820.34 	267.45 	1091.49 	1072.84 	1141.67 
A,FR_NLD,THS_T,FRY	: 	6990 	7183 	7329 	7097 	6879 	7916 	7483 	7619 	8043 	8322 	8839 	7635 	7850 	8135 	8226 	7845 	8386 	8038.62 	3950.41 	8111.73 	8211.7 	7963.54 	7739.43 	8779.79 	8528.45 	8262.87 
A,FR_NLD,THS_T,FRY1	: 	2518 	2747 	2469 	2428 	2311 	3048 	2235 	2210 	2277 	2419 	3028 	2262 	2387 	2540 	2797 	2619 	2346 	2426.91 	1034.67 	2312.79 	2319.49 	1775.41 	1995.4 	2669.96 	2629.52 	2438.48 
A,FR_NLD,THS_T,FRY2	: 	1875 	1780 	2077 	1778 	1790 	1928 	1944 	2176 	2288 	2250 	2172 	2045 	1935 	2026 	1965 	1836 	2187 	2124.49 	997.34 	1940.31 	1937.94 	2060.5 	1746.93 	1640.63 	1913.15 	2102.59 
A,FR_NLD,THS_T,FRY4	: 	2597 	2656 	2784 	2891 	2778 	2940 	3305 	3234 	3478 	3653 	3639 	3329 	3527 	3569 	3464 	3390 	3853 	3487.22 	1918.4 	3858.63 	3954.28 	4127.62 	3997.11 	4469.19 	3985.78 	3721.8 
A,FR_NLD,THS_T,HR	: 	: 	: 	: 	: 	: 	: 	: 	14032 	12747 	15976 	16923 	11914 	11880 	10684 	9667 	9118 	9206 	11276.3 	12072.68 	13810.4 	15141.35 	14018.78 	13823.84 	14231.9 	15719.31 	15777.92 
A,FR_NLD,THS_T,HR0	: 	: 	: 	: 	: 	: 	: 	: 	14032 	12747 	15976 	16923 	11914 	11880 	10684 	9667 	9118 	9206 	11276.3 	12072.68 	13810.4 	15141.35 	14018.78 	13823.84 	14231.9 	15719.31 	15777.92 
A,FR_NLD,THS_T,HR03	: 	: 	: 	: 	: 	: 	: 	: 	14032 	12747 	15976 	16923 	11914 	11880 	10684 	9667 	9118 	9206 	11276.3 	12072.68 	13810.4 	15141.35 	14018.78 	13823.84 	14231.9 	15719.31 	15777.92 
A,FR_NLD,THS_T,IE	20184 	22017 	23179 	24264 	26974 	29017 	29782 	31139 	33187 	35299 	35790 	33472 	28105 	29756 	29120 	30378 	30807 	30198 	32457.77 	32715.46 	33662.58 	35073.46 	33389.04 	32440.06 	34457.66 	34296.15 	31972.07 
A,FR_NLD,THS_T,IE0	20184 	22017 	23179 	24264 	26974 	29017 	29782 	31139 	33187 	35299 	35790 	33472 	28105 	29756 	29120 	30378 	30807 	30198 	32457.77 	32715.46 	33662.58 	35073.46 	33389.04 	32440.06 	34457.66 	34296.15 	31972.07 
A,FR_NLD,THS_T,IE04	: 	: 	: 	: 	989 	1091 	1003 	964 	1105 	1974 	1828 	1338 	1146 	1045 	830 	889 	915 	827 	920.23 	1087.94 	768.98 	872.34 	847.87 	733.17 	718.99 	582.17 	488.69 
A,FR_NLD,THS_T,IE05	11981 	12838 	12679 	13554 	14837 	16978 	17186 	17611 	18588 	18658 	18590 	17523 	14281 	15959 	16010 	17025 	17176 	15951 	17332.38 	16450.36 	17004.38 	17279.52 	15548.95 	15659.29 	17653.89 	16756.56 	14870.36 
A,FR_NLD,THS_T,IE06	8203 	9180 	10500 	10709 	11147 	10948 	11593 	12563 	13494 	14666 	15372 	14612 	12678 	12752 	12280 	12464 	12715 	13420 	14205.16 	15177.15 	15889.22 	16921.6 	16992.23 	16047.6 	16084.77 	16957.42 	16613.02 
A,FR_NLD,THS_T,IT	291156 	297357 	282236 	304888 	307382 	312101 	326334 	330484 	340198 	348648 	355336 	350011 	308847 	316683 	318869 	298750 	291281 	277614 	286867.19 	290181.37 	298470.55 	305445.8 	309338.08 	286508.66 	316825.2 	318745.58 	328193.62 
A,FR_NLD,THS_T,ITC	52410 	53888 	53973 	52899 	52292 	54128 	56245 	55682 	52565 	56268 	59823 	58415 	50681 	50087 	51066 	48011 	45442 	44995 	44909.52 	44953.26 	47373.97 	49186.21 	49413.49 	40594.05 	44083.92 	49039.66 	52054.58 
A,FR_NLD,THS_T,ITC3	52410 	53888 	53973 	52899 	52292 	54128 	56245 	55682 	52565 	56268 	59823 	58415 	50681 	50087 	51066 	48011 	45442 	44995 	44909.52 	44953.26 	47373.97 	49186.21 	49413.49 	40594.05 	44083.92 	49039.66 	52054.58 
A,FR_NLD,THS_T,ITF	47335 	52847 	53785 	52189 	54453 	55489 	60510 	63925 	68081 	69532 	71233 	69169 	63546 	69081 	69212 	60765 	55722 	51399 	53627.01 	53213.36 	51341.45 	52572.52 	50314.53 	51137.62 	53707.92 	46763.12 	62323.45 
A,FR_NLD,THS_T,ITF1	1279 	1113 	1043 	1190 	1218 	1226 	1254 	1322 	1286 	1432 	1265 	1051 	952 	1074 	1306 	1293 	1293 	1020 	1104.06 	991.82 	863 	1061.92 	1160.05 	1315.95 	1179.51 	1201.15 	1118.9 
A,FR_NLD,THS_T,ITF2	82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FR_NLD,THS_T,ITF3	9497 	10845 	11321 	9492 	9580 	10530 	11710 	10560 	10468 	10810 	11711 	9615 	9632 	12591 	13270 	12184 	13055 	12208 	14394.39 	13794.5 	13898.88 	13420.27 	13077.93 	16915.58 	14908.12 	12932.04 	14843.82 
A,FR_NLD,THS_T,ITF4	29027 	32893 	30830 	30767 	32838 	31027 	34219 	36290 	40684 	42119 	42132 	42270 	35435 	32659 	36849 	31018 	25124 	22091 	22607.93 	22807.85 	22541.43 	21623.41 	20976.47 	19262.14 	22641.26 	17378.49 	22179.32 
A,FR_NLD,THS_T,ITF6	7450 	7996 	10591 	10740 	10817 	12706 	13328 	15753 	15644 	15171 	16125 	16234 	17527 	22758 	17788 	16270 	16251 	16080 	15520.63 	15619.19 	14038.15 	16466.92 	15100.08 	13643.95 	14979.03 	15251.45 	24181.41 
A,FR_NLD,THS_T,ITG	72813 	70147 	63311 	70832 	72102 	72299 	77064 	77333 	82839 	79317 	82986 	83377 	69717 	75822 	76067 	69812 	65535 	61146 	60020.2 	63199.15 	63517.43 	63600.22 	63086.29 	64774.36 	70970.86 	71735.71 	74152.47 
A,FR_NLD,THS_T,ITG1	42411 	39768 	34170 	44206 	46894 	46093 	48572 	46481 	53126 	46741 	49283 	46901 	40698 	46418 	45077 	41119 	37927 	36180 	33546.28 	37358.99 	38264.55 	37824.02 	37263.49 	38097.47 	41959.21 	42414.46 	44591.19 
A,FR_NLD,THS_T,ITG2	30401 	30379 	29141 	26626 	25209 	26207 	28492 	30851 	29713 	32577 	33703 	36477 	29018 	29403 	30990 	28693 	27607 	24966 	26473.92 	25840.16 	25252.89 	25776.2 	25822.8 	26676.88 	29011.65 	29321.25 	29561.28 
A,FR_NLD,THS_T,ITH	74678 	77286 	69719 	86190 	87851 	88646 	90907 	92726 	93669 	98546 	93931 	91191 	86739 	84951 	88122 	83727 	86814 	81674 	86025.86 	90472.43 	96789.95 	96967.94 	100717.69 	91620.06 	103881.77 	104071.58 	89574.73 
A,FR_NLD,THS_T,ITH3	19493 	20179 	20791 	23289 	23461 	24939 	26605 	27332 	28454 	29318 	29668 	27322 	25358 	28989 	29647 	25115 	23791 	17606 	19045.55 	20401.65 	20142.91 	21145.73 	21580.54 	18729.45 	22645.92 	21742.85 	18404.89 
A,FR_NLD,THS_T,ITH4	40054 	40072 	33562 	43254 	44219 	43143 	42491 	42857 	43999 	44830 	40591 	37683 	41704 	36594 	38556 	39218 	43655 	44271 	45500.1 	47680.15 	53254.02 	50317.59 	54019.32 	50901.54 	53714.52 	54474.04 	47868.2 
A,FR_NLD,THS_T,ITH5	15130 	17036 	15366 	19648 	20171 	20563 	21812 	22538 	21216 	24398 	23671 	26186 	19677 	19369 	19918 	19394 	19368 	19797 	21480.22 	22390.62 	23393.02 	25504.62 	25117.84 	21989.07 	27521.33 	27854.69 	23301.64 
A,FR_NLD,THS_T,ITI	43921 	43188 	41447 	42777 	40683 	41539 	41608 	40818 	42505 	44543 	47103 	47548 	37822 	36451 	34364 	36436 	36478 	35151 	37900.25 	34669.92 	34471.82 	38809.89 	41328.79 	32007.18 	36992.81 	40095.78 	42650.66 
A,FR_NLD,THS_T,ITI1	21621 	22219 	21555 	23217 	22264 	22532 	22309 	22292 	23638 	25817 	27374 	28926 	21654 	20530 	17803 	18086 	19730 	18501 	20961.68 	18374.8 	18847.04 	20730.56 	24385.69 	18321.28 	21874.14 	23447.1 	25630.66 
A,FR_NLD,THS_T,ITI3	6975 	6501 	6598 	6622 	6851 	7339 	6704 	6725 	6438 	6405 	6978 	6890 	6318 	5933 	5746 	5311 	4668 	5852 	5660.06 	5847.17 	5729.84 	6272.34 	6019.28 	4356.65 	6045.42 	6021.46 	5617.6 
A,FR_NLD,THS_T,ITI4	15325 	14468 	13294 	12938 	11568 	11668 	12595 	11801 	12428 	12321 	12751 	11732 	9851 	9988 	10816 	13039 	12080 	10798 	11278.51 	10447.95 	9894.94 	11806.99 	10923.82 	9329.26 	9073.25 	10627.22 	11402.4 
A,FR_NLD,THS_T,ITZ	: 	: 	: 	: 	: 	: 	: 	: 	538 	442 	260 	310 	342 	291 	37 	: 	1290 	3249 	4384.34 	3673.26 	4975.94 	4309.02 	4477.28 	6375.39 	7187.92 	7039.74 	7437.74 
A,FR_NLD,THS_T,ITZZ	: 	: 	: 	: 	: 	: 	: 	: 	538 	442 	260 	310 	342 	291 	37 	: 	1290 	3249 	4384.34 	3673.26 	4975.94 	4309.02 	4477.28 	6375.39 	7187.92 	7039.74 	7437.74 
A,FR_NLD,THS_T,LT	: 	: 	: 	: 	3475 	3807 	4097 	4372 	4710 	8466 	10907 	15359 	13739 	15447 	16031 	15772 	16137 	14040 	14615.14 	16716.65 	18314.67 	18454.45 	19378.63 	18266.33 	18760.62 	20722.96 	20092.44 
A,FR_NLD,THS_T,LT0	: 	: 	: 	: 	3475 	3807 	4097 	4372 	4710 	8466 	10907 	15359 	13739 	15447 	16031 	15772 	16137 	14040 	14615.14 	16716.65 	18314.67 	18454.45 	19378.63 	18266.33 	18760.62 	20722.96 	20092.44 
A,FR_NLD,THS_T,LT02	: 	: 	: 	: 	3475 	3807 	4097 	4372 	4710 	8466 	10907 	15359 	13739 	15447 	16031 	15772 	16137 	14040 	14615.14 	16716.65 	18314.67 	18454.45 	19378.63 	18266.33 	18760.62 	20722.96 	20092.44 
A,FR_NLD,THS_T,LV	: 	: 	: 	: 	2492 	3307 	3723 	3484 	4504 	6600 	7481 	6059 	4373 	5060 	7362 	8358 	7519 	8270 	6533.82 	6224.64 	6680.53 	7976.9 	8455.7 	8528.88 	8776.2 	13254.13 	11037.23 
A,FR_NLD,THS_T,LV0	: 	: 	: 	: 	2492 	3307 	3723 	3484 	4504 	6600 	7481 	6059 	4373 	5060 	7362 	8358 	7519 	8270 	6533.82 	6224.64 	6680.53 	7976.9 	8455.7 	8528.88 	8776.2 	13254.13 	11037.23 
A,FR_NLD,THS_T,LV00	: 	: 	: 	: 	2492 	3307 	3723 	3484 	4504 	6600 	7481 	6059 	4373 	5060 	7362 	8358 	7519 	8270 	6533.82 	6224.64 	6680.53 	7976.9 	8455.7 	8528.88 	8776.2 	13254.13 	11037.23 
A,FR_NLD,THS_T,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1180 	1015 	896 	882 	1101 	: 
A,FR_NLD,THS_T,ME0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1180 	1015 	896 	882 	1101 	: 
A,FR_NLD,THS_T,ME00	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1180 	1015 	896 	882 	1101 	: 
A,FR_NLD,THS_T,MT	: 	: 	: 	: 	: 	: 	2976 	3027 	3321 	3347 	3077 	3189 	3205 	3601 	3104 	3080 	2831 	3151 	3393.95 	3364.96 	3664.77 	4031.76 	4560.35 	5362.04 	2971.11 	4489.79 	6144.38 
A,FR_NLD,THS_T,MT0	: 	: 	: 	: 	: 	: 	2976 	3027 	3321 	3347 	3077 	3189 	3205 	3601 	3104 	3080 	2831 	3151 	3393.95 	3364.96 	3664.77 	4031.76 	4560.35 	5362.04 	2971.11 	4489.79 	6144.38 
A,FR_NLD,THS_T,MT00	: 	: 	: 	: 	: 	: 	2976 	3027 	3321 	3347 	3077 	3189 	3205 	3601 	3104 	3080 	2831 	3151 	3393.95 	3364.96 	3664.77 	4031.76 	4560.35 	5362.04 	2971.11 	4489.79 	6144.38 
A,FR_NLD,THS_T,NL	311609 	317917 	304150 	314104 	316277 	316949 	317548 	338994 	350234 	358354 	376707 	396236 	342085 	385684 	387081 	385935 	387095 	396812 	412830.03 	400169.09 	409012.85 	413695.31 	415423.29 	367375.98 	397118.76 	417214.16 	380843.71 
A,FR_NLD,THS_T,NL1	1482 	1591 	1481 	1694 	1549 	1708 	1446 	1381 	1581 	1682 	1897 	1739 	883 	1536 	1267 	1800 	1465 	2481 	4696.24 	5198.02 	5520.17 	5787.21 	5120.06 	3621.09 	4921.46 	5515.36 	7882.96 
A,FR_NLD,THS_T,NL11	1060 	1076 	998 	1289 	1194 	1383 	1181 	1057 	1127 	1142 	1343 	1416 	679 	961 	1029 	1474 	1300 	2269 	4139.72 	4510.68 	4749.18 	5137.39 	4461.09 	3256.79 	4462.21 	5043.51 	7574.86 
A,FR_NLD,THS_T,NL12	422 	515 	483 	405 	355 	325 	265 	324 	454 	540 	555 	323 	204 	575 	238 	326 	165 	213 	556.52 	687.35 	770.99 	649.82 	658.96 	364.3 	459.25 	471.85 	308.1 
A,FR_NLD,THS_T,NL3	308094 	313886 	300037 	309273 	312181 	312484 	313708 	335145 	345445 	352537 	371103 	390151 	337374 	379418 	380792 	379463 	381636 	390543 	404668.41 	391960.25 	399898.1 	404415.85 	406686.63 	360680.81 	388894.73 	408375.25 	370243.73 
A,FR_NLD,THS_T,NL32	44303 	45179 	44911 	49626 	53224 	52610 	45492 	52078 	51797 	56916 	61334 	71255 	60103 	63664 	61794 	62734 	63891 	66512 	67892.29 	64376.97 	68206.73 	66892.62 	67755.23 	55085.54 	53643.6 	62481.79 	49526.05 
A,FR_NLD,THS_T,NL33	245137 	251178 	236919 	243135 	241466 	242009 	248943 	263732 	273185 	275526 	286408 	296783 	257557 	294022 	294413 	294196 	295053 	300146 	313273.58 	304889.18 	308040.82 	310210.07 	312226.09 	282305.91 	309032.27 	316360.83 	295541.4 
A,FR_NLD,THS_T,NL34	18654 	17529 	18207 	16512 	17491 	17864 	19272 	19335 	20463 	20095 	23360 	22113 	19714 	21731 	24585 	22533 	22692 	23885 	23502.54 	22694.09 	23650.55 	27313.16 	26705.31 	23289.35 	26218.87 	29532.63 	25176.28 
A,FR_NLD,THS_T,NL4	2033 	2440 	2632 	3137 	2547 	2756 	2394 	2469 	3208 	4135 	3707 	4346 	3829 	4730 	4162 	3788 	3455 	3236 	3428.27 	2944.35 	3443.61 	3381.78 	3456.85 	2907.97 	3131.14 	3220.42 	2605.39 
A,FR_NLD,THS_T,NL41	2033 	2440 	2632 	3137 	2547 	2756 	2394 	2469 	3208 	4135 	3707 	4346 	3829 	4730 	4162 	3788 	3455 	3236 	3428.27 	2944.35 	3443.61 	3381.78 	3456.85 	2907.97 	3131.14 	3220.42 	2605.39 
A,FR_NLD,THS_T,NLZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	860 	883 	540 	551 	37.1 	66.47 	150.97 	110.48 	159.75 	166.12 	171.42 	103.13 	111.64 
A,FR_NLD,THS_T,NLZZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	860 	883 	540 	551 	37.1 	66.47 	150.97 	110.48 	159.75 	166.12 	171.42 	103.13 	111.64 
A,FR_NLD,THS_T,NO	: 	: 	: 	: 	: 	56519 	53709 	57666 	57749 	56937 	58485 	54128 	49559 	50676 	52987 	54584 	56387 	55021 	58808.17 	52327.36 	53054.64 	54457.27 	53144 	50531.17 	52576.77 	49149.72 	45364.45 
A,FR_NLD,THS_T,NO0	: 	: 	: 	: 	: 	49704 	48589 	48930 	49236 	51674 	53232 	48993 	45681 	46083 	48246 	49488 	51672 	49878 	53068.78 	47613.27 	51639.93 	52978.99 	51367.66 	48637.21 	50638.76 	47304.85 	43554.58 
A,FR_NLD,THS_T,NO06	: 	: 	: 	: 	: 	1146 	1392 	1702 	1845 	2018 	2046 	2065 	1675 	2111 	2220 	2306 	2251 	2339 	2174.71 	2420.19 	2586.22 	2581.26 	2563.27 	2130.64 	2200.1 	2244.16 	1939.49 
A,FR_NLD,THS_T,NO07	: 	: 	: 	: 	: 	1344 	1569 	1481 	1685 	1792 	1952 	1654 	1709 	2062 	1831 	2342 	3453 	4318 	10044.7 	6135.3 	5144.68 	6127.99 	5135.53 	4650.82 	5235.74 	5241.75 	5040.97 
A,FR_NLD,THS_T,NO08	: 	: 	: 	: 	: 	5587 	6686 	7115 	7344 	7437 	7551 	7019 	6033 	6242 	6781 	6847 	6760 	6279 	6336.83 	6687.68 	11348.99 	12625.57 	14233.9 	11771.35 	11527.37 	12058.6 	10811.19 
A,FR_NLD,THS_T,NO09	: 	: 	: 	: 	: 	10367 	11559 	11653 	11658 	12630 	12989 	12155 	11348 	11426 	11351 	11100 	11217 	11891 	12081.78 	10712.87 	11766.12 	12312.31 	12263.15 	13358.49 	11820.04 	10203.14 	9812.01 
A,FR_NLD,THS_T,NO0A	: 	: 	: 	: 	: 	31260 	27382 	26978 	26704 	27797 	28693 	26100 	24915 	24241 	26063 	26892 	27991 	25051 	22430.75 	21657.24 	20793.92 	19331.85 	17171.81 	16725.91 	19855.51 	17557.2 	15950.93 
A,FR_NLD,THS_T,NOZ	: 	: 	: 	: 	: 	6815 	5120 	8736 	8513 	5263 	5253 	5135 	3878 	4593 	4740 	5096 	4715 	5143 	5739.39 	4714.09 	1414.71 	1478.28 	1776.34 	1893.96 	1938.01 	1844.88 	1809.87 
A,FR_NLD,THS_T,NOZZ	: 	: 	: 	: 	: 	6815 	5120 	8736 	8513 	5263 	5253 	5135 	3878 	4593 	4740 	5096 	4715 	5143 	5739.39 	4714.09 	1414.71 	1478.28 	1776.34 	1893.96 	1938.01 	1844.88 	1809.87 
A,FR_NLD,THS_T,PL	: 	: 	: 	: 	14545 	14807 	14962 	16389 	16219 	19809 	26035 	28009 	22927 	28459 	33296 	34119 	34853 	38749 	39432.37 	40793.36 	48528.79 	60257.85 	62668.36 	54365.52 	62102.48 	84781.6 	96527.39 
A,FR_NLD,THS_T,PL4	: 	: 	: 	: 	7713 	7558 	7912 	8765 	8467 	8519 	9348 	11918 	7844 	11496 	13408 	12718 	11892 	12704 	12692.59 	13522.82 	15962.81 	18458.22 	18399.37 	16732.55 	17787.9 	22006.56 	19054.48 
A,FR_NLD,THS_T,PL42	: 	: 	: 	: 	7713 	7558 	7912 	8765 	8467 	8519 	9348 	11918 	7844 	11496 	13408 	12718 	11892 	12704 	12692.59 	13522.82 	15962.81 	18458.22 	18399.37 	16732.55 	17787.9 	22006.56 	19054.48 
A,FR_NLD,THS_T,PL6	: 	: 	: 	: 	6831 	7249 	7049 	7624 	7753 	11290 	16687 	16091 	15084 	16963 	19888 	21402 	22961 	26044 	26739.78 	27270.54 	32565.97 	41799.63 	44268.99 	37632.97 	44314.58 	62775.04 	77472.91 
A,FR_NLD,THS_T,PL63	: 	: 	: 	: 	6831 	7249 	7049 	7624 	7753 	11290 	16687 	16091 	15084 	16963 	19888 	21402 	22961 	26044 	26739.78 	27270.54 	32565.97 	41799.63 	44268.99 	37632.97 	44314.58 	62775.04 	77472.91 
A,FR_NLD,THS_T,PT	38273 	40590 	42364 	42795 	42557 	41940 	41196 	42128 	45300 	45460 	45215 	43065 	40482 	41367 	41780 	40304 	44305 	45368 	50167.97 	51312.91 	55843.92 	55523.58 	52825.35 	47320.46 	49992.89 	52449.21 	51302.42 
A,FR_NLD,THS_T,PT1	38273 	40590 	42364 	41550 	41271 	40678 	39885 	40584 	43124 	42892 	43048 	40937 	38314 	39288 	39834 	38615 	42642 	43732 	48432.59 	49493.72 	53930.28 	52747.36 	50101.19 	44720.17 	47231.41 	49072.28 	48114.33 
A,FR_NLD,THS_T,PT11	9029 	10515 	10488 	10907 	10954 	9962 	9824 	9529 	9798 	9605 	9979 	10168 	9288 	9583 	9997 	9127 	9254 	9897 	10836.49 	8697.82 	11276.98 	11136.14 	11174.21 	9502.1 	8629.08 	8981.69 	8896.11 
A,FR_NLD,THS_T,PT15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.18 	0.24 	: 	: 	: 	: 
A,FR_NLD,THS_T,PT16	1888 	2172 	2141 	1972 	2309 	2488 	2339 	2464 	2472 	2741 	2385 	2338 	1842 	2842 	2541 	2446 	2919 	3021 	2963.26 	3510.38 	4165.63 	4452.7 	4488.94 	4073.17 	5023.91 	4938.94 	5131.8 
A,FR_NLD,THS_T,PT17	12072 	13043 	13517 	12900 	13128 	12755 	11381 	11082 	11935 	10528 	11529 	10555 	9733 	10311 	10086 	8575 	8881 	9066 	9016.88 	8564.82 	9404.96 	9598.11 	9778.06 	8408.85 	8510.73 	10502.14 	10224.36 
A,FR_NLD,THS_T,PT18	15285 	14860 	16218 	15772 	14881 	15472 	16341 	17508 	18920 	20018 	19155 	17875 	17450 	16552 	17210 	18467 	21587 	21748 	25615.97 	28720.7 	29082.72 	27560.24 	24659.74 	22736.06 	25067.69 	24649.51 	23862.06 
A,FR_NLD,THS_T,PT2	: 	: 	: 	: 	: 	: 	: 	: 	1090 	1110 	1122 	1066 	1140 	1139 	1088 	960 	871 	840 	850.88 	935.57 	988.44 	1753.33 	1672.16 	1652.47 	1741.96 	2215.57 	1930.45 
A,FR_NLD,THS_T,PT20	: 	: 	: 	: 	: 	: 	: 	: 	1090 	1110 	1122 	1066 	1140 	1139 	1088 	960 	871 	840 	850.88 	935.57 	988.44 	1753.33 	1672.16 	1652.47 	1741.96 	2215.57 	1930.45 
A,FR_NLD,THS_T,PT3	: 	: 	: 	1245 	1286 	1262 	1311 	1544 	1086 	1458 	1044 	1062 	1028 	940 	859 	729 	792 	795 	884.5 	883.62 	925.2 	1022.89 	1052.01 	947.82 	1019.52 	1161.36 	1257.63 
A,FR_NLD,THS_T,PT30	: 	: 	: 	1245 	1286 	1262 	1311 	1544 	1086 	1458 	1044 	1062 	1028 	940 	859 	729 	792 	795 	884.5 	883.62 	925.2 	1022.89 	1052.01 	947.82 	1019.52 	1161.36 	1257.63 
A,FR_NLD,THS_T,RO	: 	: 	: 	: 	: 	13472 	17717 	22371 	25101 	24283 	28190 	29231 	15910 	16191 	17500 	17800 	16496 	17978 	19167.07 	20166.17 	21050.3 	23867.64 	25945.53 	22912.74 	25158.99 	29649.92 	27593.83 
A,FR_NLD,THS_T,RO2	: 	: 	: 	: 	: 	13472 	17717 	22371 	25101 	24283 	28190 	29231 	15910 	16191 	17500 	17800 	16496 	17978 	19167.07 	20166.17 	21050.3 	23867.64 	25945.53 	22912.74 	25158.99 	29649.92 	27593.83 
A,FR_NLD,THS_T,RO22	: 	: 	: 	: 	: 	13472 	17717 	22371 	25101 	24283 	28190 	29231 	15910 	16191 	17500 	17800 	16496 	17978 	19167.07 	20166.17 	21050.3 	23867.64 	25945.53 	22912.74 	25158.99 	29649.92 	27593.83 
A,FR_NLD,THS_T,SE	67151 	72075 	72074 	74175 	71350 	70437 	75624 	76823 	84653 	82557 	85932 	90848 	76229 	87679 	87419 	82787 	86707 	90934 	92142.74 	93136.67 	93984.77 	99417.81 	94060.34 	92060.7 	90811.09 	93641.09 	85830.1 
A,FR_NLD,THS_T,SE1	13904 	15243 	14433 	14659 	13452 	14049 	15767 	14945 	17980 	16341 	16343 	16743 	10928 	13613 	14930 	13073 	13610 	15645 	16414.32 	17012.07 	15647.06 	15454.48 	16503.7 	14560.92 	12028.98 	11028.29 	10139.6 
A,FR_NLD,THS_T,SE11	5458 	6355 	5922 	5864 	5381 	5650 	6537 	6079 	7470 	7516 	7290 	7479 	6681 	6695 	6617 	6171 	6273 	7738 	7696.23 	8370.46 	6845.35 	7061.03 	6918.66 	6130.31 	7465.87 	6467 	5901.76 
A,FR_NLD,THS_T,SE12	8446 	8889 	8511 	8795 	8072 	8399 	9230 	8866 	10510 	8825 	9054 	9264 	4247 	6918 	8313 	6903 	7338 	7907 	8718.09 	8641.61 	8801.72 	8393.45 	9585.04 	8430.6 	4563.11 	4561.28 	4237.84 
A,FR_NLD,THS_T,SE2	45305 	48105 	48886 	50369 	48412 	46416 	49554 	51915 	54948 	55750 	58512 	62610 	54359 	49110 	48931 	47544 	47874 	48955 	48658.53 	51018.09 	50899.77 	53844.58 	51760.05 	50810.34 	41106.83 	44371.16 	39082.22 
A,FR_NLD,THS_T,SE21	873 	735 	2177 	2591 	2301 	1594 	1604 	1558 	1786 	815 	1870 	2007 	1137 	1742 	1854 	1538 	2230 	2224 	1971.67 	1856.67 	1830.5 	2440.82 	2201.29 	1943.48 	2221.12 	2803.95 	1527.28 
A,FR_NLD,THS_T,SE22	13997 	16260 	16850 	16505 	15769 	16156 	16306 	16964 	19118 	20345 	22005 	22450 	18655 	20164 	20780 	20577 	20586 	21345 	20905.89 	21369.64 	21958.24 	23512.93 	22811.32 	22506.48 	17216.66 	16406.66 	16120.91 
A,FR_NLD,THS_T,SE23	30435 	31110 	29860 	31273 	30342 	28666 	31644 	33392 	34044 	34591 	34636 	38154 	34567 	27204 	26297 	25428 	25057 	25386 	25780.97 	27791.78 	27111.03 	27890.83 	26747.43 	26360.38 	21669.05 	25160.56 	21434.03 
A,FR_NLD,THS_T,SE3	7942 	8726 	8755 	9147 	9485 	9972 	10304 	9964 	11725 	10466 	11077 	11494 	8578 	10431 	11178 	10452 	11481 	12212 	12594.57 	11166.5 	11473.78 	12746.94 	11852.65 	11612.15 	6605.2 	7186.63 	9374.08 
A,FR_NLD,THS_T,SE31	2305 	2595 	2376 	2448 	2363 	2364 	2344 	2278 	3866 	3480 	3063 	3632 	3007 	2890 	3065 	2788 	3726 	3891 	4932.31 	3816.68 	4072.45 	4374.04 	4119.66 	4431.59 	2382.54 	2797.66 	2803.94 
A,FR_NLD,THS_T,SE32	2198 	2446 	2597 	2564 	2483 	2927 	3188 	2601 	2530 	2287 	2402 	2426 	1488 	2008 	2969 	2583 	2705 	3061 	2660.67 	2494.11 	2497.34 	2926.5 	2821.68 	2423.46 	982.9 	1091.81 	1105.17 
A,FR_NLD,THS_T,SE33	3439 	3685 	3781 	4135 	4639 	4681 	4771 	5085 	5329 	4699 	5612 	5436 	4083 	5532 	5144 	5082 	5050 	5260 	5001.6 	4855.7 	4904 	5446.39 	4911.31 	4757.1 	3239.76 	3297.16 	5464.98 
A,FR_NLD,THS_T,SEZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2364 	14525 	12380 	11718 	13741 	14123 	14475.32 	13940.01 	15964.16 	17371.81 	13943.94 	15077.3 	31070.08 	31055.01 	27234.2 
